revision_id,product_sk,mrp,selling_price,effective_from,effective_to
503298,1930,129.93,116.01,2024-08-05,2024-08-06
503299,1930,140.9,125.8,2024-08-07,9999-12-31
503300,1931,408.74,364.95,2022-01-01,2024-01-17
503301,1931,469.12,418.86,2024-01-18,2024-09-08
503302,1931,504.93,450.83,2024-09-09,2024-10-28
503303,1931,523.12,467.07,2024-10-29,9999-12-31
503304,1932,234.02,208.95,2022-01-01,2024-07-06
503305,1932,228.24,203.79,2024-07-07,9999-12-31
503306,1933,917.22,818.95,2022-01-01,2023-09-02
503307,1933,948.6,846.96,2023-09-03,2023-09-27
503308,1933,932.76,832.82,2023-09-28,9999-12-31
503309,1934,88.42,78.95,2022-01-01,2024-05-18
503310,1934,98.06,87.55,2024-05-19,2024-07-12
503311,1934,107.52,96.0,2024-07-13,9999-12-31
503312,1935,120.9,107.95,2022-01-01,2024-05-12
503313,1935,137.65,122.9,2024-05-13,2024-10-30
503314,1935,155.95,139.24,2024-10-31,9999-12-31
503315,1936,26.82,23.95,2022-01-01,2023-10-19
503316,1936,30.31,27.06,2023-10-20,2024-04-12
503317,1936,33.08,29.54,2024-04-13,2024-05-12
503318,1936,31.9,28.48,2024-05-13,2024-09-16
503319,1936,33.08,29.54,2024-09-17,9999-12-31
503320,1937,144.42,128.95,2022-01-01,2023-08-24
503321,1937,140.09,125.08,2023-08-25,2024-02-02
503322,1937,156.51,139.74,2024-02-03,9999-12-31
503323,1938,478.18,426.95,2022-01-01,2024-09-24
503324,1938,498.31,444.92,2024-09-25,2024-10-13
503325,1938,501.39,447.67,2024-10-14,2024-10-30
503326,1938,526.29,469.9,2024-10-31,9999-12-31
503327,1939,193.7,172.95,2022-01-01,2023-06-18
503328,1939,212.08,189.36,2023-06-19,2024-01-03
503329,1939,235.39,210.17,2024-01-04,2024-03-20
503330,1939,256.96,229.43,2024-03-21,2024-07-22
503331,1939,281.88,251.68,2024-07-23,9999-12-31
503332,1940,49.22,43.95,2022-01-01,2023-11-23
503333,1940,52.53,46.9,2023-11-24,2024-07-03
503334,1940,59.34,52.98,2024-07-04,9999-12-31
503335,1941,241.86,215.95,2022-01-01,2023-09-19
503336,1941,253.05,225.94,2023-09-20,2023-11-23
503337,1941,263.46,235.23,2023-11-24,2024-04-16
503338,1941,278.77,248.9,2024-04-17,2024-07-09
503339,1941,277.35,247.63,2024-07-10,9999-12-31
503340,1942,762.66,680.95,2022-01-01,2024-03-05
503341,1942,772.99,690.17,2024-03-06,2024-06-06
503342,1942,826.63,738.06,2024-06-07,2024-07-16
503343,1942,913.81,815.9,2024-07-17,9999-12-31
503344,1943,251.94,224.95,2022-01-01,2024-10-29
503345,1943,274.52,245.11,2024-10-30,9999-12-31
503346,1944,139.94,124.95,2022-01-01,2023-04-21
503347,1944,148.87,132.92,2023-04-22,2023-09-07
503348,1944,134.51,120.1,2023-09-08,2024-05-19
503349,1944,136.83,122.17,2024-05-20,9999-12-31
503350,1945,367.3,327.95,2022-01-01,2023-04-19
503351,1945,390.71,348.85,2023-04-20,2024-02-12
503352,1945,358.57,320.15,2024-02-13,2024-02-25
503353,1945,382.41,341.44,2024-02-26,9999-12-31
503354,1946,328.1,292.95,2022-01-01,2023-10-18
503355,1946,331.98,296.41,2023-10-19,2024-11-01
503356,1946,305.97,273.19,2024-11-02,9999-12-31
503357,1947,100.74,89.95,2022-01-01,2023-05-03
503358,1947,101.72,90.82,2023-05-04,2023-09-09
503359,1947,108.51,96.88,2023-09-10,2024-05-19
503360,1947,116.01,103.58,2024-05-20,2024-10-30
503361,1947,110.25,98.44,2024-10-31,9999-12-31
503362,1948,59.3,52.95,2022-01-01,2023-12-20
503363,1948,57.16,51.04,2023-12-21,2024-02-05
503364,1948,58.33,52.08,2024-02-06,2024-11-01
503365,1948,64.39,57.49,2024-11-02,9999-12-31
503366,1949,456.9,407.95,2022-01-01,2023-07-02
503367,1949,454.76,406.04,2023-07-03,2024-01-21
503368,1949,465.85,415.94,2024-01-22,2024-10-21
503369,1949,504.96,450.86,2024-10-22,2024-11-07
503370,1949,543.72,485.46,2024-11-08,9999-12-31
503371,1950,350.5,312.95,2022-01-01,2023-10-12
503372,1950,346.36,309.25,2023-10-13,2024-01-08
503373,1950,370.68,330.96,2024-01-09,2024-09-12
503374,1950,379.69,339.01,2024-09-13,9999-12-31
503375,1951,958.66,855.95,2022-01-01,2024-10-12
503376,1951,1008.66,900.59,2024-10-13,9999-12-31
503377,1952,99.62,88.95,2022-01-01,2024-08-02
503378,1952,110.86,98.98,2024-08-03,2024-09-28
503379,1952,112.36,100.32,2024-09-29,2024-10-01
503380,1952,120.32,107.43,2024-10-02,2024-10-13
503381,1952,119.68,106.86,2024-10-14,9999-12-31
503382,1953,108.58,96.95,2022-01-01,2023-06-07
503383,1953,113.21,101.08,2023-06-08,2023-08-02
503384,1953,115.05,102.72,2023-08-03,9999-12-31
503385,1954,99.62,88.95,2022-01-01,2023-05-26
503386,1954,113.98,101.77,2023-05-27,2024-09-16
503387,1954,110.89,99.01,2024-09-17,2024-10-20
503388,1954,109.78,98.02,2024-10-21,2024-11-02
503389,1954,101.23,90.38,2024-11-03,9999-12-31
503390,1955,193.7,172.95,2022-01-01,2024-05-13
503391,1955,203.46,181.66,2024-05-14,9999-12-31
503392,1956,302.34,269.95,2022-01-01,2023-06-30
503393,1956,327.43,292.35,2023-07-01,2023-07-04
503394,1956,308.5,275.45,2023-07-05,2024-04-20
503395,1956,337.43,301.28,2024-04-21,2024-07-29
503396,1956,363.42,324.48,2024-07-30,9999-12-31
503397,1957,334.82,298.95,2022-01-01,2023-09-25
503398,1957,351.69,314.01,2023-09-26,2023-10-17
503399,1957,371.95,332.1,2023-10-18,2023-11-23
503400,1957,383.81,342.69,2023-11-24,9999-12-31
503401,1958,86.18,76.95,2022-01-01,2023-12-14
503402,1958,83.05,74.15,2023-12-15,2024-03-02
503403,1958,85.53,76.37,2024-03-03,2024-09-02
503404,1958,86.05,76.83,2024-09-03,9999-12-31
503405,1959,89.54,79.95,2022-01-01,2023-07-15
503406,1959,102.22,91.27,2023-07-16,2023-11-04
503407,1959,104.96,93.71,2023-11-05,2024-07-25
503408,1959,110.62,98.77,2024-07-26,9999-12-31
503409,1960,440.1,392.95,2022-01-01,2024-02-03
503410,1960,502.78,448.91,2024-02-04,2024-06-16
503411,1960,590.05,526.83,2024-06-17,2024-07-26
503412,1960,588.3,525.27,2024-07-27,9999-12-31
503413,1961,125.38,111.95,2022-01-01,2023-12-23
503414,1961,141.43,126.28,2023-12-24,9999-12-31
503415,1962,150.02,133.95,2022-01-01,2023-09-19
503416,1962,159.7,142.59,2023-09-20,2024-09-09
503417,1962,171.63,153.24,2024-09-10,9999-12-31
503418,1963,302.34,269.95,2022-01-01,2023-03-20
503419,1963,309.33,276.19,2023-03-21,2023-03-26
503420,1963,321.87,287.38,2023-03-27,2023-06-09
503421,1963,359.51,320.99,2023-06-10,9999-12-31
503422,1964,520.74,464.95,2022-01-01,2023-10-10
503423,1964,581.12,518.86,2023-10-11,2024-04-27
503424,1964,567.15,506.38,2024-04-28,2024-05-05
503425,1964,632.42,564.66,2024-05-06,2024-08-23
503426,1964,696.62,621.98,2024-08-24,9999-12-31
503427,1965,135.46,120.95,2022-01-01,2023-08-21
503428,1965,141.0,125.89,2023-08-22,2024-03-08
503429,1965,148.46,132.55,2024-03-09,2024-09-30
503430,1965,150.75,134.6,2024-10-01,9999-12-31
503431,1966,446.82,398.95,2022-01-01,2024-05-15
503432,1966,434.0,387.5,2024-05-16,2024-07-01
503433,1966,425.42,379.84,2024-07-02,2024-10-14
503434,1966,434.5,387.95,2024-10-15,9999-12-31
503435,1967,288.9,257.95,2022-01-01,2023-11-05
503436,1967,302.85,270.4,2023-11-06,2024-09-25
503437,1967,313.3,279.73,2024-09-26,9999-12-31
503438,1968,331.46,295.95,2022-01-01,2023-01-31
503439,1968,328.85,293.62,2023-02-01,2023-09-09
503440,1968,392.46,350.41,2023-09-10,2023-12-23
503441,1968,415.74,371.2,2023-12-24,2024-07-02
503442,1968,445.44,397.71,2024-07-03,9999-12-31
503443,1969,459.14,409.95,2022-01-01,2023-12-28
503444,1969,453.02,404.48,2023-12-29,2024-09-08
503445,1969,498.85,445.4,2024-09-09,9999-12-31
503446,1970,98.5,87.95,2022-01-01,2024-08-12
503447,1970,105.54,94.23,2024-08-13,9999-12-31
503448,1971,312.42,278.95,2022-01-01,2023-08-29
503449,1971,302.13,269.76,2023-08-30,2023-10-31
503450,1971,322.31,287.78,2023-11-01,2024-04-08
503451,1971,334.07,298.28,2024-04-09,2024-09-24
503452,1971,340.09,303.65,2024-09-25,9999-12-31
503453,1972,778.34,694.95,2022-01-01,2023-09-18
503454,1972,771.75,689.06,2023-09-19,2024-10-17
503455,1972,827.86,739.16,2024-10-18,9999-12-31
503456,1973,348.26,310.95,2022-01-01,2023-10-26
503457,1973,360.81,322.15,2023-10-27,9999-12-31
503458,1974,286.66,255.95,2022-01-01,2023-09-21
503459,1974,270.04,241.11,2023-09-22,2024-03-08
503460,1974,296.26,264.52,2024-03-09,2024-05-05
503461,1974,310.7,277.41,2024-05-06,2024-06-04
503462,1974,288.81,257.87,2024-06-05,9999-12-31
503463,1975,151.14,134.95,2022-01-01,2023-08-24
503464,1975,152.8,136.43,2023-08-25,2024-06-03
503465,1975,175.1,156.34,2024-06-04,2024-11-06
503466,1975,165.88,148.11,2024-11-07,9999-12-31
503467,1976,117.54,104.95,2022-01-01,2023-05-28
503468,1976,116.41,103.94,2023-05-29,9999-12-31
503469,1977,372.9,332.95,2022-01-01,2023-08-13
503470,1977,413.26,368.98,2023-08-14,2024-01-07
503471,1977,411.98,367.84,2024-01-08,2024-01-22
503472,1977,445.07,397.38,2024-01-23,2024-07-08
503473,1977,500.05,446.47,2024-07-09,9999-12-31
503474,1978,25.7,22.95,2022-01-01,2024-05-15
503475,1978,26.15,23.35,2024-05-16,2024-07-16
503476,1978,26.25,23.44,2024-07-17,9999-12-31
503477,1979,17.86,15.95,2022-01-01,2023-12-27
503478,1979,17.94,16.02,2023-12-28,2024-08-18
503479,1979,19.48,17.39,2024-08-19,9999-12-31
503480,1980,226.18,201.95,2022-01-01,2023-07-21
503481,1980,242.08,216.14,2023-07-22,2024-01-21
503482,1980,274.4,245.0,2024-01-22,2024-03-17
503483,1980,287.92,257.07,2024-03-18,2024-07-20
503484,1980,314.98,281.23,2024-07-21,9999-12-31
503485,1981,284.42,253.95,2022-01-01,2023-05-06
503486,1981,280.75,250.67,2023-05-07,2023-12-06
503487,1981,296.14,264.41,2023-12-07,2023-12-09
503488,1981,335.69,299.72,2023-12-10,9999-12-31
503489,1982,73.86,65.95,2022-01-01,2023-09-30
503490,1982,82.11,73.31,2023-10-01,2024-08-05
503491,1982,81.89,73.12,2024-08-06,9999-12-31
503492,1983,1134.5,1012.95,2022-01-01,2024-05-12
503493,1983,1215.54,1085.3,2024-05-13,9999-12-31
503494,1984,134.34,119.95,2022-01-01,2023-10-24
503495,1984,141.53,126.37,2023-10-25,2024-03-03
503496,1984,148.38,132.48,2024-03-04,2024-10-27
503497,1984,154.47,137.92,2024-10-28,9999-12-31
503498,1985,662.98,591.95,2022-01-01,2023-03-11
503499,1985,745.32,665.46,2023-03-12,2023-05-06
503500,1985,766.63,684.49,2023-05-07,2023-06-30
503501,1985,687.94,614.23,2023-07-01,2023-09-11
503502,1985,719.91,642.78,2023-09-12,9999-12-31
503503,1986,178.02,158.95,2022-01-01,2023-06-24
503504,1986,187.71,167.6,2023-06-25,2023-06-30
503505,1986,186.3,166.34,2023-07-01,2023-11-23
503506,1986,201.43,179.85,2023-11-24,9999-12-31
503507,1987,330.34,294.95,2022-01-01,2024-04-26
503508,1987,359.81,321.26,2024-04-27,9999-12-31
503509,1988,253.06,225.95,2022-01-01,2023-05-21
503510,1988,260.7,232.77,2023-05-22,9999-12-31
503511,1989,1368.58,1221.95,2022-01-01,2023-07-19
503512,1989,1566.14,1398.34,2023-07-20,9999-12-31
503513,1990,157.86,140.95,2022-01-01,2024-10-04
503514,1990,174.78,156.05,2024-10-05,9999-12-31
503515,1991,1528.74,1364.95,2022-01-01,2023-10-01
503516,1991,1642.1,1466.16,2023-10-02,2023-10-08
503517,1991,1740.66,1554.16,2023-10-09,2024-09-12
503518,1991,1797.53,1604.94,2024-09-13,9999-12-31
503519,1992,190.34,169.95,2022-01-01,2024-07-28
503520,1992,202.35,180.67,2024-07-29,2024-07-31
503521,1992,213.53,190.65,2024-08-01,2024-09-17
503522,1992,231.5,206.7,2024-09-18,9999-12-31
503523,1993,180.26,160.95,2022-01-01,2024-06-22
503524,1993,192.92,172.25,2024-06-23,2024-06-27
503525,1993,201.68,180.07,2024-06-28,2024-11-13
503526,1993,234.99,209.81,2024-11-14,9999-12-31
503527,1994,236.26,210.95,2022-01-01,2024-01-16
503528,1994,228.38,203.91,2024-01-17,2024-05-11
503529,1994,228.89,204.37,2024-05-12,9999-12-31
503530,1995,129.86,115.95,2022-01-01,2024-01-22
503531,1995,134.89,120.44,2024-01-23,2024-06-23
503532,1995,138.91,124.03,2024-06-24,2024-09-18
503533,1995,140.74,125.66,2024-09-19,9999-12-31
503534,1996,85.06,75.95,2022-01-01,2023-07-05
503535,1996,87.61,78.22,2023-07-06,2024-07-10
503536,1996,97.19,86.78,2024-07-11,2024-07-29
503537,1996,99.69,89.01,2024-07-30,9999-12-31
503538,1997,153.38,136.95,2022-01-01,2024-07-17
503539,1997,161.03,143.78,2024-07-18,9999-12-31
503540,1998,26.82,23.95,2022-01-01,2023-03-18
503541,1998,29.09,25.97,2023-03-19,2023-06-21
503542,1998,30.13,26.9,2023-06-22,2024-04-23
503543,1998,31.74,28.34,2024-04-24,9999-12-31
503544,1999,25.7,22.95,2022-01-01,2023-03-12
503545,1999,26.23,23.42,2023-03-13,2023-06-06
503546,1999,27.5,24.55,2023-06-07,2023-12-12
503547,1999,27.73,24.76,2023-12-13,2024-07-02
503548,1999,29.96,26.75,2024-07-03,9999-12-31
503549,2000,40.26,35.95,2022-01-01,2023-01-21
503550,2000,44.46,39.7,2023-01-22,2024-09-13
503551,2000,47.51,42.42,2024-09-14,9999-12-31
503552,2001,1076.26,960.95,2022-01-01,2023-06-01
503553,2001,1222.29,1091.33,2023-06-02,2024-02-28
503554,2001,1329.36,1186.93,2024-02-29,2024-10-28
503555,2001,1365.11,1218.85,2024-10-29,9999-12-31
503556,2002,124.26,110.95,2022-01-01,2024-03-02
503557,2002,116.75,104.24,2024-03-03,2024-10-29
503558,2002,122.26,109.16,2024-10-30,9999-12-31
503559,2003,201.54,179.95,2022-01-01,2024-05-02
503560,2003,210.09,187.58,2024-05-03,9999-12-31
503561,2004,70.5,62.95,2022-01-01,2023-11-03
503562,2004,73.06,65.23,2023-11-04,2024-09-09
503563,2004,77.39,69.1,2024-09-10,9999-12-31
503564,2005,60.42,53.95,2022-01-01,2024-03-09
503565,2005,63.39,56.6,2024-03-10,9999-12-31
503566,2006,444.58,396.95,2022-01-01,2023-01-30
503567,2006,504.04,450.04,2023-01-31,2023-12-27
503568,2006,537.14,479.59,2023-12-28,2024-01-10
503569,2006,531.08,474.18,2024-01-11,9999-12-31
503570,2007,444.58,396.95,2022-01-01,2024-02-26
503571,2007,462.86,413.27,2024-02-27,9999-12-31
503572,2008,587.94,524.95,2022-01-01,2024-08-28
503573,2008,511.92,457.07,2024-08-29,9999-12-31
503574,2009,349.38,311.95,2022-01-01,2023-01-31
503575,2009,382.77,341.76,2023-02-01,9999-12-31
503576,2010,394.18,351.95,2022-01-01,2023-12-08
503577,2010,419.85,374.87,2023-12-09,2024-09-29
503578,2010,434.48,387.93,2024-09-30,9999-12-31
503579,2011,217.22,193.95,2022-01-01,2024-01-25
503580,2011,221.16,197.46,2024-01-26,2024-06-23
503581,2011,236.56,211.21,2024-06-24,2024-09-11
503582,2011,256.61,229.12,2024-09-12,9999-12-31
503583,2012,125.38,111.95,2022-01-01,2024-11-09
503584,2012,110.68,98.82,2024-11-10,9999-12-31
503585,2013,198.18,176.95,2022-01-01,2023-07-12
503586,2013,219.93,196.37,2023-07-13,2024-01-10
503587,2013,215.15,192.1,2024-01-11,2024-04-11
503588,2013,233.14,208.16,2024-04-12,2024-08-31
503589,2013,233.92,208.86,2024-09-01,9999-12-31
503590,2014,90.66,80.95,2022-01-01,2023-11-26
503591,2014,98.49,87.94,2023-11-27,2024-08-17
503592,2014,109.7,97.95,2024-08-18,9999-12-31
503593,2015,192.58,171.95,2022-01-01,2024-09-16
503594,2015,202.69,180.97,2024-09-17,2024-10-15
503595,2015,224.85,200.76,2024-10-16,9999-12-31
503596,2016,86.18,76.95,2022-01-01,2024-06-10
503597,2016,87.75,78.35,2024-06-11,2024-07-05
503598,2016,87.06,77.73,2024-07-06,9999-12-31
503599,2017,186.98,166.95,2022-01-01,2023-05-01
503600,2017,193.1,172.41,2023-05-02,2023-10-02
503601,2017,194.16,173.36,2023-10-03,2024-05-30
503602,2017,193.33,172.62,2024-05-31,9999-12-31
503603,2018,17.86,15.95,2022-01-01,2023-10-06
503604,2018,17.77,15.87,2023-10-07,2024-04-18
503605,2018,18.12,16.18,2024-04-19,2024-06-07
503606,2018,18.65,16.65,2024-06-08,2024-09-18
503607,2018,20.48,18.29,2024-09-19,9999-12-31
503608,2019,85.06,75.95,2022-01-01,2024-09-14
503609,2019,76.91,68.67,2024-09-15,9999-12-31
503610,2020,35.78,31.95,2022-01-01,2024-05-01
503611,2020,35.2,31.43,2024-05-02,2024-05-30
503612,2020,36.5,32.59,2024-05-31,9999-12-31
503613,2021,228.42,203.95,2022-01-01,2023-09-23
503614,2021,263.97,235.69,2023-09-24,9999-12-31
503615,2022,158.98,141.95,2022-01-01,2024-03-08
503616,2022,163.33,145.83,2024-03-09,9999-12-31
503617,2023,160.1,142.95,2022-01-01,2024-05-26
503618,2023,165.23,147.53,2024-05-27,2024-06-15
503619,2023,168.13,150.12,2024-06-16,2024-10-03
503620,2023,165.64,147.89,2024-10-04,9999-12-31
503621,2024,192.58,171.95,2022-01-01,2024-06-03
503622,2024,209.56,187.11,2024-06-04,9999-12-31
503623,2025,297.86,265.95,2022-01-01,2023-08-13
503624,2025,331.26,295.77,2023-08-14,2024-02-28
503625,2025,364.65,325.58,2024-02-29,2024-05-18
503626,2025,372.68,332.75,2024-05-19,2024-07-10
503627,2025,375.42,335.2,2024-07-11,9999-12-31
503628,2026,332.58,296.95,2022-01-01,2023-08-11
503629,2026,329.77,294.44,2023-08-12,2024-03-31
503630,2026,321.82,287.34,2024-04-01,2024-07-03
503631,2026,334.53,298.69,2024-07-04,9999-12-31
503632,2027,123.14,109.95,2022-01-01,2024-08-29
503633,2027,126.35,112.81,2024-08-30,9999-12-31
503634,2028,223.94,199.95,2022-01-01,2023-12-01
503635,2028,233.21,208.22,2023-12-02,2023-12-15
503636,2028,250.32,223.5,2023-12-16,9999-12-31
503637,2029,600.26,535.95,2022-01-01,2023-11-07
503638,2029,636.25,568.08,2023-11-08,2024-02-12
503639,2029,674.27,602.03,2024-02-13,2024-04-17
503640,2029,706.37,630.69,2024-04-18,2024-04-24
503641,2029,750.09,669.72,2024-04-25,9999-12-31
503642,2030,339.3,302.95,2022-01-01,2024-04-30
503643,2030,361.83,323.06,2024-05-01,9999-12-31
503644,2031,144.42,128.95,2022-01-01,2023-04-01
503645,2031,157.88,140.96,2023-04-02,2023-04-27
503646,2031,163.32,145.82,2023-04-28,2024-01-30
503647,2031,172.31,153.85,2024-01-31,9999-12-31
503648,2032,291.14,259.95,2022-01-01,2024-06-13
503649,2032,312.91,279.38,2024-06-14,2024-08-16
503650,2032,328.66,293.45,2024-08-17,9999-12-31
503651,2033,89.54,79.95,2022-01-01,2023-09-19
503652,2033,97.33,86.9,2023-09-20,2024-10-14
503653,2033,98.99,88.38,2024-10-15,9999-12-31
503654,2034,1205.06,1075.95,2022-01-01,2023-09-25
503655,2034,1336.41,1193.22,2023-09-26,9999-12-31
503656,2035,660.74,589.95,2022-01-01,2024-09-17
503657,2035,711.47,635.24,2024-09-18,9999-12-31
503658,2036,350.5,312.95,2022-01-01,2023-11-29
503659,2036,340.39,303.92,2023-11-30,2024-01-29
503660,2036,342.52,305.82,2024-01-30,2024-01-30
503661,2036,347.35,310.13,2024-01-31,2024-06-05
503662,2036,351.39,313.74,2024-06-06,9999-12-31
503663,2037,237.38,211.95,2022-01-01,2024-01-17
503664,2037,260.57,232.65,2024-01-18,2024-07-23
503665,2037,270.27,241.31,2024-07-24,2024-09-25
503666,2037,279.34,249.41,2024-09-26,9999-12-31
503667,2038,194.82,173.95,2022-01-01,2023-06-21
503668,2038,203.76,181.93,2023-06-22,2024-10-05
503669,2038,213.91,190.99,2024-10-06,9999-12-31
503670,2039,80.58,71.95,2022-01-01,2023-08-28
503671,2039,78.51,70.1,2023-08-29,2024-01-04
503672,2039,75.15,67.1,2024-01-05,2024-01-25
503673,2039,77.62,69.3,2024-01-26,2024-10-24
503674,2039,80.52,71.89,2024-10-25,9999-12-31
503675,2040,58.18,51.95,2022-01-01,2024-02-19
503676,2040,64.29,57.4,2024-02-20,2024-07-11
503677,2040,61.8,55.18,2024-07-12,9999-12-31
503678,2041,1248.74,1114.95,2022-01-01,2023-08-24
503679,2041,1248.23,1114.49,2023-08-25,2023-08-27
503680,2041,1331.9,1189.2,2023-08-28,9999-12-31
503681,2042,363.94,324.95,2022-01-01,2024-08-16
503682,2042,381.06,340.23,2024-08-17,2024-11-03
503683,2042,417.74,372.98,2024-11-04,9999-12-31
503684,2043,94.02,83.95,2022-01-01,2024-10-01
503685,2043,95.35,85.13,2024-10-02,9999-12-31
503686,2044,1001.22,893.95,2022-01-01,2024-07-04
503687,2044,1059.45,945.94,2024-07-05,9999-12-31
503688,2045,192.58,171.95,2022-01-01,2023-08-23
503689,2045,224.32,200.29,2023-08-24,2023-09-10
503690,2045,232.67,207.74,2023-09-11,2024-09-08
503691,2045,253.33,226.19,2024-09-09,9999-12-31
503692,2046,225.06,200.95,2022-01-01,2023-03-16
503693,2046,250.04,223.25,2023-03-17,2024-10-08
503694,2046,245.29,219.01,2024-10-09,2024-10-19
503695,2046,259.75,231.92,2024-10-20,9999-12-31
503696,2047,1284.58,1146.95,2022-01-01,2024-07-26
503697,2047,1275.03,1138.42,2024-07-27,9999-12-31
503698,2048,129.86,115.95,2022-01-01,2024-07-22
503699,2048,139.75,124.78,2024-07-23,2024-08-15
503700,2048,147.58,131.77,2024-08-16,2024-11-02
503701,2048,151.11,134.92,2024-11-03,9999-12-31
503702,2049,339.3,302.95,2022-01-01,2023-09-21
503703,2049,363.06,324.16,2023-09-22,2024-03-26
503704,2049,409.75,365.85,2024-03-27,2024-07-04
503705,2049,437.49,390.62,2024-07-05,2024-07-18
503706,2049,480.72,429.21,2024-07-19,9999-12-31
503707,2050,470.34,419.95,2022-01-01,2023-04-05
503708,2050,503.2,449.29,2023-04-06,9999-12-31
503709,2051,217.22,193.95,2022-01-01,2023-07-30
503710,2051,230.08,205.43,2023-07-31,2024-07-01
503711,2051,237.71,212.24,2024-07-02,2024-07-23
503712,2051,254.91,227.6,2024-07-24,9999-12-31
503713,2052,67.14,59.95,2022-01-01,2023-10-12
503714,2052,68.42,61.09,2023-10-13,2024-05-09
503715,2052,69.55,62.1,2024-05-10,2024-09-08
503716,2052,77.72,69.39,2024-09-09,2024-11-04
503717,2052,85.01,75.9,2024-11-05,9999-12-31
503718,2053,954.18,851.95,2022-01-01,2023-09-05
503719,2053,1046.62,934.48,2023-09-06,2024-10-08
503720,2053,1095.83,978.42,2024-10-09,9999-12-31
503721,2054,90.66,80.95,2022-01-01,2023-11-23
503722,2054,96.49,86.15,2023-11-24,2024-05-27
503723,2054,108.58,96.95,2024-05-28,2024-08-15
503724,2054,107.83,96.28,2024-08-16,9999-12-31
503725,2055,190.34,169.95,2022-01-01,2023-09-01
503726,2055,201.16,179.61,2023-09-02,2024-02-01
503727,2055,207.97,185.69,2024-02-02,2024-04-12
503728,2055,219.51,195.99,2024-04-13,9999-12-31
503729,2056,893.7,797.95,2022-01-01,2024-07-29
503730,2056,908.71,811.35,2024-07-30,9999-12-31
503731,2057,463.62,413.95,2022-01-01,2024-03-24
503732,2057,463.67,413.99,2024-03-25,2024-06-25
503733,2057,526.29,469.9,2024-06-26,9999-12-31
503734,2058,275.46,245.95,2022-01-01,2023-08-22
503735,2058,308.69,275.62,2023-08-23,2023-12-06
503736,2058,316.16,282.29,2023-12-07,2024-04-22
503737,2058,307.89,274.9,2024-04-23,2024-10-18
503738,2058,306.13,273.33,2024-10-19,9999-12-31
503739,2059,395.3,352.95,2022-01-01,2023-04-07
503740,2059,422.05,376.83,2023-04-08,2023-04-26
503741,2059,469.38,419.09,2023-04-27,2024-07-02
503742,2059,486.65,434.51,2024-07-03,2024-07-24
503743,2059,545.08,486.68,2024-07-25,9999-12-31
503744,2060,547.62,488.95,2022-01-01,2023-07-24
503745,2060,603.94,539.23,2023-07-25,2024-07-19
503746,2060,633.44,565.57,2024-07-20,9999-12-31
503747,2061,194.82,173.95,2022-01-01,2024-03-05
503748,2061,216.79,193.56,2024-03-06,9999-12-31
503749,2062,44.74,39.95,2022-01-01,2023-11-28
503750,2062,47.7,42.59,2023-11-29,2023-12-22
503751,2062,47.0,41.96,2023-12-23,2024-06-04
503752,2062,50.38,44.98,2024-06-05,2024-06-22
503753,2062,51.07,45.6,2024-06-23,9999-12-31
503754,2063,571.14,509.95,2022-01-01,2023-07-19
503755,2063,586.51,523.67,2023-07-20,2023-11-07
503756,2063,615.45,549.51,2023-11-08,2024-10-27
503757,2063,678.07,605.42,2024-10-28,2024-11-05
503758,2063,712.92,636.54,2024-11-06,9999-12-31
503759,2064,561.06,500.95,2022-01-01,2023-07-10
503760,2064,591.07,527.74,2023-07-11,2023-10-06
503761,2064,628.4,561.07,2023-10-07,2024-05-04
503762,2064,664.32,593.14,2024-05-05,9999-12-31
503763,2065,1259.94,1124.95,2022-01-01,2023-04-13
503764,2065,1324.33,1182.44,2023-04-14,2024-02-22
503765,2065,1445.36,1290.5,2024-02-23,2024-04-24
503766,2065,1675.09,1495.62,2024-04-25,9999-12-31
503767,2066,1233.06,1100.95,2022-01-01,2023-11-06
503768,2066,1388.67,1239.88,2023-11-07,9999-12-31
503769,2067,189.22,168.95,2022-01-01,2023-08-04
503770,2067,198.31,177.06,2023-08-05,2024-05-13
503771,2067,211.59,188.92,2024-05-14,9999-12-31
503772,2068,60.42,53.95,2022-01-01,2023-11-25
503773,2068,68.11,60.81,2023-11-26,2024-09-12
503774,2068,72.36,64.61,2024-09-13,9999-12-31
503775,2069,130.98,116.95,2022-01-01,2024-03-02
503776,2069,130.46,116.48,2024-03-03,9999-12-31
503777,2070,266.5,237.95,2022-01-01,2023-08-14
503778,2070,305.48,272.75,2023-08-15,2023-09-19
503779,2070,339.68,303.29,2023-09-20,2023-10-25
503780,2070,339.6,303.21,2023-10-26,9999-12-31
503781,2071,413.22,368.95,2022-01-01,2024-01-27
503782,2071,450.53,402.26,2024-01-28,2024-04-23
503783,2071,434.0,387.5,2024-04-24,2024-07-04
503784,2071,448.6,400.54,2024-07-05,2024-07-10
503785,2071,501.97,448.19,2024-07-11,9999-12-31
503786,2072,324.74,289.95,2022-01-01,2023-02-07
503787,2072,304.67,272.03,2023-02-08,2024-02-14
503788,2072,306.25,273.44,2024-02-15,2024-02-16
503789,2072,332.0,296.43,2024-02-17,2024-04-19
503790,2072,349.27,311.85,2024-04-20,9999-12-31
503791,2073,1622.82,1448.95,2022-01-01,2023-11-03
503792,2073,1624.66,1450.59,2023-11-04,2024-09-15
503793,2073,1767.01,1577.69,2024-09-16,9999-12-31
