product_sk,product_code,product_name,category_id,brand,pack_size,uom,valid_from,valid_to,is_current
1776,P105425,Saffola Rice Bran Oil 5L,C05,Saffola,5L,EA,2019-04-01,9999-12-31,True
1777,P105433,Amul Choco Candy Pack 50g,C13,Amul Choco,50g,EA,2019-04-01,9999-12-31,True
1778,P105440,Modern Pav Bun 6 pc,C11,Modern,6 pc,EA,2019-04-01,9999-12-31,True
1779,P105450,Safal Onion 500g,C12,Safal,500g,KG,2019-04-01,9999-12-31,True
1780,P105453,Mamaearth Toothpaste 75g,C07,Mamaearth,75g,EA,2019-04-01,9999-12-31,True
1781,P105460,Perfetti Candy Pack Pack of 10,C13,Perfetti,Pack of 10,EA,2019-04-01,9999-12-31,True
1782,P105468,Sundrop Groundnut Oil 1L,C05,Sundrop,1L,EA,2019-04-01,9999-12-31,True
1783,P105479,iD Fresh Ready Paratha 400g,C10,iD Fresh,400g,EA,2019-04-01,9999-12-31,True
1784,P105483,Perfetti Milk Chocolate 50g,C13,Perfetti,50g,EA,2019-04-01,9999-12-31,True
1785,P105490,Real Cola 1L,C03,Real,1L,EA,2019-04-01,9999-12-31,True
1786,P105497,Camlin Ball Pen Pack of 5,C14,Camlin,Pack of 5,EA,2019-04-01,9999-12-31,True
1787,P105507,Safal Potato 500g,C12,Safal,500g,KG,2019-04-01,9999-12-31,True
1788,P105511,Patanjali Hair Oil 75g,C07,Patanjali,75g,EA,2019-04-01,9999-12-31,True
1789,P105518,Colgate Shampoo 180ml,C07,Colgate,180ml,EA,2019-04-01,9999-12-31,True
1790,P105524,Anmol Glucose Biscuit 250g,C01,Anmol,250g,EA,2019-04-01,9999-12-31,True
1791,P105531,Sumeru Idli Batter 400g,C10,Sumeru,400g,EA,2019-04-01,9999-12-31,True
1792,P105541,Vim Fabric Conditioner 200g,C08,Vim,200g,EA,2019-04-01,9999-12-31,True
1793,P105547,iD Fresh Ready Paratha 200g,C10,iD Fresh,200g,EA,2019-04-01,9999-12-31,True
1794,P105553,Mamypoko Diapers Large,C09,Mamypoko,Large,EA,2019-04-01,9999-12-31,True
1795,P105562,ITC Master Chef Idli Batter 200g,C10,ITC Master Chef,200g,EA,2019-04-01,2024-05-31,False
1796,P105570,Nandini Ghee 500ml,C02,Nandini,500ml,EA,2019-04-01,9999-12-31,True
1797,P105575,Nandini Paneer 200ml,C02,Nandini,200ml,EA,2019-04-01,9999-12-31,True
1798,P105583,Real Mango Juice 2L,C03,Real,2L,EA,2019-04-01,9999-12-31,True
1799,P105589,Unibic Cookies 60g,C01,Unibic,60g,EA,2019-04-01,9999-12-31,True
1800,P105594,McCain Ready Paratha 400g,C10,McCain,400g,EA,2019-04-01,9999-12-31,True
1801,P105603,Real Tea Leaf 600ml,C03,Real,600ml,EA,2019-04-01,9999-12-31,True
1802,P105609,Daawat Basmati Rice 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
1803,P105614,Colgate Shampoo 100g,C07,Colgate,100g,EA,2019-04-01,9999-12-31,True
1804,P105624,Nandini Toned Milk 500ml,C02,Nandini,500ml,EA,2019-04-01,9999-12-31,True
1805,P105633,Harvest Gold Sandwich Bread 6 pc,C11,Harvest Gold,6 pc,EA,2019-04-01,9999-12-31,True
1806,P105636,Daawat Chana Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
1807,P105643,Aashirvaad Sona Masoori Rice 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1808,P105651,Nestle Dark Chocolate 100g,C13,Nestle,100g,EA,2019-04-01,9999-12-31,True
1809,P105656,24 Mantra Basmati Rice 5kg,C04,24 Mantra,5kg,EA,2019-04-01,9999-12-31,True
1810,P105666,Daawat Basmati Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1811,P105672,Safal Apple 1kg,C12,Safal,1kg,KG,2019-04-01,9999-12-31,True
1812,P105677,Bikano Cookies 250g,C01,Bikano,250g,EA,2019-04-01,9999-12-31,True
1813,P105684,Dhara Rice Bran Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
1814,P105695,English Oven Rusk 6 pc,C11,English Oven,6 pc,EA,2019-04-01,9999-12-31,True
1815,P105698,Nestle Dark Chocolate 25g,C13,Nestle,25g,EA,2019-04-01,9999-12-31,True
1816,P105707,Camlin Pencil Box 500 sheets,C14,Camlin,500 sheets,EA,2019-04-01,9999-12-31,True
1817,P105713,MDH Garam Masala 50g,C06,MDH,50g,EA,2019-04-01,9999-12-31,True
1818,P105720,Safal Carrot Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
1819,P105729,Bikano Khakhra 400g,C01,Bikano,400g,EA,2019-04-01,9999-12-31,True
1820,P105733,Patanjali Toothpaste 75g,C07,Patanjali,75g,EA,2019-04-01,9999-12-31,True
1821,P105740,Sunfeast Khakhra 250g,C01,Sunfeast,250g,EA,2019-04-01,9999-12-31,True
1822,P105747,Nestle Chewing Gum 50g,C13,Nestle,50g,EA,2019-04-01,9999-12-31,True
1823,P105757,Aachi Turmeric Powder 50g,C06,Aachi,50g,EA,2019-04-01,9999-12-31,True
1824,P105765,Dove Body Lotion 340ml,C07,Dove,340ml,EA,2019-04-01,9999-12-31,True
1825,P105772,Colgate Body Lotion 340ml,C07,Colgate,340ml,EA,2019-04-01,9999-12-31,True
1826,P105775,Farm Fresh Apple 1kg,C12,Farm Fresh,1kg,KG,2019-04-01,9999-12-31,True
1827,P105784,Safal Onion Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
1828,P105789,Perfetti Milk Chocolate 100g,C13,Perfetti,100g,EA,2019-04-01,9999-12-31,True
1829,P105797,Surf Excel Fabric Conditioner 500g,C08,Surf Excel,500g,EA,2019-04-01,9999-12-31,True
1830,P105805,Safal Banana Loose,C12,Safal,Loose,KG,2019-04-01,9999-12-31,True
1831,P105815,McCain Ready Paratha 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1832,P105819,Dove Toothpaste 100g,C07,Dove,100g,EA,2019-04-01,9999-12-31,True
1833,P105827,Amul Ghee 500ml,C02,Amul,500ml,EA,2019-04-01,9999-12-31,True
1834,P105835,Milky Mist Toned Milk 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
1835,P105838,Aashirvaad Poha 5kg,C04,Aashirvaad,5kg,EA,2019-04-01,9999-12-31,True
1836,P105845,Perfetti Dark Chocolate 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1837,P105855,Local Bakery Pav Bun Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1838,P105860,Safal Tomato Loose,C12,Safal,Loose,KG,2019-04-01,2024-05-31,False
1839,P105868,Modern Pav Bun 6 pc,C11,Modern,6 pc,EA,2019-04-01,9999-12-31,True
1840,P105878,Eastern Sambar Powder 100g,C06,Eastern,100g,EA,2019-04-01,9999-12-31,True
1841,P105882,Amul Choco Milk Chocolate 100g,C13,Amul Choco,100g,EA,2019-04-01,9999-12-31,True
1842,P105890,Dhara Mustard Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1843,P105897,Nataraj A4 Paper Ream 1 pc,C14,Nataraj,1 pc,EA,2019-04-01,9999-12-31,True
1844,P105901,McCain Idli Batter 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1845,P105908,Saffola Sunflower Oil 5L,C05,Saffola,5L,EA,2019-04-01,9999-12-31,True
1846,P105918,Harpic Fabric Conditioner 500g,C08,Harpic,500g,EA,2019-04-01,9999-12-31,True
1847,P105923,Eastern Coriander Powder 50g,C06,Eastern,50g,EA,2019-04-01,9999-12-31,True
1848,P105929,Britannia Glucose Biscuit 100g,C01,Britannia,100g,EA,2019-04-01,9999-12-31,True
1849,P105937,Cadbury Dark Chocolate 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
1850,P105944,Huggies Baby Powder Medium,C09,Huggies,Medium,EA,2019-04-01,9999-12-31,True
1851,P105950,Fortune Sona Masoori Rice 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1852,P105959,Bisleri Soda 500g,C03,Bisleri,500g,EA,2019-04-01,9999-12-31,True
1853,P105965,Harvest Gold Rusk 400g,C11,Harvest Gold,400g,EA,2019-04-01,9999-12-31,True
1854,P105971,Fortune Mustard Oil 5L,C05,Fortune,5L,EA,2019-04-01,9999-12-31,True
1855,P105980,Nataraj Pencil Box Pack of 5,C14,Nataraj,Pack of 5,EA,2019-04-01,9999-12-31,True
1856,P105988,Modern Pav Bun 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1857,P105997,Local Bakery Pav Bun 6 pc,C11,Local Bakery,6 pc,EA,2019-04-01,9999-12-31,True
1858,P106004,Aachi Chilli Powder 200g,C06,Aachi,200g,EA,2019-04-01,9999-12-31,True
1859,P106009,Catch Sambar Powder 100g,C06,Catch,100g,EA,2019-04-01,2024-05-31,False
1860,P106015,Sumeru Frozen Peas 200g,C10,Sumeru,200g,EA,2019-04-01,9999-12-31,True
1861,P106024,Harpic Toilet Cleaner 1kg,C08,Harpic,1kg,EA,2019-04-01,9999-12-31,True
1862,P106027,Aashirvaad Whole Wheat Atta 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
1863,P106035,Cadbury Candy Pack 25g,C13,Cadbury,25g,EA,2019-04-01,9999-12-31,True
1864,P106044,Real Cola 1L,C03,Real,1L,EA,2019-04-01,9999-12-31,True
1865,P106048,Mamypoko Baby Wipes Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1866,P106059,Harpic Floor Cleaner 200g,C08,Harpic,200g,EA,2019-04-01,9999-12-31,True
1867,P106067,Milky Mist Cheese Slices 500g,C02,Milky Mist,500g,EA,2019-04-01,9999-12-31,True
1868,P106072,Nataraj Pencil Box 1 pc,C14,Nataraj,1 pc,EA,2019-04-01,9999-12-31,True
1869,P106080,Cello Notebook Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1870,P106084,Dhara Groundnut Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
1871,P106093,Classmate Pencil Box 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
1872,P106098,Johnson's Baby Wipes Small,C09,Johnson's,Small,EA,2019-04-01,9999-12-31,True
1873,P106106,Harpic Dishwash Bar 1kg,C08,Harpic,1kg,EA,2019-04-01,9999-12-31,True
1874,P106115,Sunfeast Cream Biscuit 150g,C01,Sunfeast,150g,EA,2019-04-01,9999-12-31,True
1875,P106123,24 Mantra Whole Wheat Atta 1kg,C04,24 Mantra,1kg,EA,2019-04-01,9999-12-31,True
1876,P106130,Fortune Sona Masoori Rice 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1877,P106133,Bisleri Cola 250g,C03,Bisleri,250g,EA,2019-04-01,9999-12-31,True
1878,P106143,Comfort Dishwash Bar 1kg,C08,Comfort,1kg,EA,2019-04-01,9999-12-31,True
1879,P106151,Cello Ball Pen 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
1880,P106158,Sundrop Sunflower Oil 1L,C05,Sundrop,1L,EA,2019-04-01,9999-12-31,True
1881,P106162,Daawat Sona Masoori Rice 1kg,C04,Daawat,1kg,EA,2019-04-01,9999-12-31,True
1882,P106169,Vim Toilet Cleaner 1kg,C08,Vim,1kg,EA,2019-04-01,9999-12-31,True
1883,P106174,Local Mandi Apple Loose,C12,Local Mandi,Loose,KG,2019-04-01,9999-12-31,True
1884,P106181,Aashirvaad Chana Dal 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
1885,P106191,24 Mantra Sona Masoori Rice 5kg,C04,24 Mantra,5kg,EA,2019-04-01,9999-12-31,True
1886,P106200,Mamypoko Diapers Small,C09,Mamypoko,Small,EA,2019-04-01,9999-12-31,True
1887,P106207,Patanjali Hair Oil 100g,C07,Patanjali,100g,EA,2019-04-01,9999-12-31,True
1888,P106209,Nataraj Pencil Box 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
1889,P106221,Unibic Glucose Biscuit 150g,C01,Unibic,150g,EA,2019-04-01,9999-12-31,True
1890,P106228,Amul Choco Chewing Gum Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,9999-12-31,True
1891,P106234,Classmate Notebook 1 pc,C14,Classmate,1 pc,EA,2019-04-01,9999-12-31,True
1892,P106239,Fortune Basmati Rice 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1893,P106244,McCain Frozen Peas 200g,C10,McCain,200g,EA,2019-04-01,9999-12-31,True
1894,P106254,India Gate Whole Wheat Atta 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1895,P106258,Dhara Rice Bran Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
1896,P106270,Aashirvaad Chana Dal 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
1897,P106277,Nandini Ghee 1L,C02,Nandini,1L,EA,2019-04-01,9999-12-31,True
1898,P106282,Mamaearth Body Lotion 100g,C07,Mamaearth,100g,EA,2019-04-01,9999-12-31,True
1899,P106288,Amul Ghee 200g,C02,Amul,200g,EA,2019-04-01,9999-12-31,True
1900,P106297,Thums Up Cola 600ml,C03,Thums Up,600ml,EA,2019-04-01,9999-12-31,True
1901,P106300,Classmate Pencil Box 500 sheets,C14,Classmate,500 sheets,EA,2019-04-01,9999-12-31,True
1902,P106310,Lizol Detergent Powder 200g,C08,Lizol,200g,EA,2019-04-01,9999-12-31,True
1903,P106317,Sumeru Frozen Peas 200g,C10,Sumeru,200g,EA,2019-04-01,9999-12-31,True
1904,P106323,Aachi Coriander Powder 50g,C06,Aachi,50g,EA,2019-04-01,9999-12-31,True
1905,P106330,Comfort Toilet Cleaner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
1906,P106336,Bru Mineral Water 250g,C03,Bru,250g,EA,2019-04-01,9999-12-31,True
1907,P106344,Aashirvaad Whole Wheat Atta 5kg,C04,Aashirvaad,5kg,EA,2019-04-01,9999-12-31,True
1908,P106353,Paper Boat Instant Coffee 1L,C03,Paper Boat,1L,EA,2019-04-01,9999-12-31,True
1909,P106357,Pampers Baby Powder Small,C09,Pampers,Small,EA,2019-04-01,9999-12-31,True
1910,P106367,Mother Dairy Butter 200ml,C02,Mother Dairy,200ml,EA,2019-04-01,9999-12-31,True
1911,P106373,Eastern Chilli Powder 50g,C06,Eastern,50g,EA,2019-04-01,9999-12-31,True
1912,P106382,Farm Fresh Potato 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
1913,P106388,India Gate Whole Wheat Atta 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
1914,P106391,Gold Winner Rice Bran Oil 2L,C05,Gold Winner,2L,EA,2019-04-01,9999-12-31,True
1915,P106399,Mamypoko Diapers XL,C09,Mamypoko,XL,EA,2019-04-01,2024-05-31,False
1916,P106405,Patanjali Bathing Soap 100g,C07,Patanjali,100g,EA,2019-04-01,9999-12-31,True
1917,P106415,Mamypoko Baby Wipes XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
1918,P106424,Amul Paneer 200g,C02,Amul,200g,EA,2019-04-01,9999-12-31,True
1919,P106426,Unibic Khakhra 60g,C01,Unibic,60g,EA,2019-04-01,9999-12-31,True
1920,P106434,Classmate Notebook Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
1921,P106443,Eastern Coriander Powder 500g,C06,Eastern,500g,EA,2019-04-01,9999-12-31,True
1922,P106452,Modern Rusk Pack of 2,C11,Modern,Pack of 2,EA,2019-04-01,9999-12-31,True
1923,P106454,Milky Mist Ghee 500ml,C02,Milky Mist,500ml,EA,2019-04-01,9999-12-31,True
1924,P106464,Huggies Baby Powder Medium,C09,Huggies,Medium,EA,2019-04-01,9999-12-31,True
1925,P106473,Thums Up Mineral Water 600ml,C03,Thums Up,600ml,EA,2019-04-01,9999-12-31,True
1926,P106478,Catch Sambar Powder 500g,C06,Catch,500g,EA,2019-04-01,9999-12-31,True
1927,P106486,Mamypoko Diapers XL,C09,Mamypoko,XL,EA,2019-04-01,9999-12-31,True
1928,P106490,India Gate Chana Dal 5kg,C04,India Gate,5kg,EA,2019-04-01,9999-12-31,True
1929,P106501,Comfort Toilet Cleaner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
1930,P106506,Unibic Marie Gold 60g,C01,Unibic,60g,EA,2019-04-01,9999-12-31,True
1931,P106512,Lizol Floor Cleaner 500ml,C08,Lizol,500ml,EA,2019-04-01,9999-12-31,True
1932,P106522,Dhara Mustard Oil 5L,C05,Dhara,5L,EA,2019-04-01,9999-12-31,True
1933,P106528,Mamypoko Diapers Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1934,P106534,Harpic Detergent Powder 200g,C08,Harpic,200g,EA,2019-04-01,9999-12-31,True
1935,P106542,Bikano Namkeen Mix 250g,C01,Bikano,250g,EA,2019-04-01,9999-12-31,True
1936,P106550,Perfetti Chewing Gum 25g,C13,Perfetti,25g,EA,2019-04-01,9999-12-31,True
1937,P106553,Lizol Detergent Powder 500g,C08,Lizol,500g,EA,2019-04-01,9999-12-31,True
1938,P106563,Mamypoko Baby Wipes Small,C09,Mamypoko,Small,EA,2019-04-01,9999-12-31,True
1939,P106566,Colgate Body Lotion 75g,C07,Colgate,75g,EA,2019-04-01,9999-12-31,True
1940,P106577,Modern Muffin Pack of 2,C11,Modern,Pack of 2,EA,2019-04-01,9999-12-31,True
1941,P106584,Farm Fresh Banana Loose,C12,Farm Fresh,Loose,KG,2019-04-01,9999-12-31,True
1942,P106592,Dhara Sunflower Oil 2L,C05,Dhara,2L,EA,2019-04-01,9999-12-31,True
1943,P106599,Milky Mist Paneer 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
1944,P106602,Heritage Paneer 1L,C02,Heritage,1L,EA,2019-04-01,9999-12-31,True
1945,P106611,Cello Pencil Box Pack of 5,C14,Cello,Pack of 5,EA,2019-04-01,9999-12-31,True
1946,P106620,Pampers Diapers XL,C09,Pampers,XL,EA,2019-04-01,9999-12-31,True
1947,P106624,Daawat Toor Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
1948,P106629,Unibic Glucose Biscuit 400g,C01,Unibic,400g,EA,2019-04-01,9999-12-31,True
1949,P106639,Camlin Notebook 500 sheets,C14,Camlin,500 sheets,EA,2019-04-01,9999-12-31,True
1950,P106648,Milky Mist Ghee 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
1951,P106651,Fortune Toor Dal 5kg,C04,Fortune,5kg,EA,2019-04-01,9999-12-31,True
1952,P106659,iD Fresh Ready Paratha 1kg,C10,iD Fresh,1kg,EA,2019-04-01,9999-12-31,True
1953,P106669,Everest Garam Masala 500g,C06,Everest,500g,EA,2019-04-01,9999-12-31,True
1954,P106671,Local Bakery Pav Bun 400g,C11,Local Bakery,400g,EA,2019-04-01,9999-12-31,True
1955,P106679,Local Mandi Carrot 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1956,P106686,Everest Chilli Powder 200g,C06,Everest,200g,EA,2019-04-01,9999-12-31,True
1957,P106697,Sumeru Frozen Peas 200g,C10,Sumeru,200g,EA,2019-04-01,9999-12-31,True
1958,P106703,Modern Sandwich Bread Pack of 2,C11,Modern,Pack of 2,EA,2019-04-01,9999-12-31,True
1959,P106710,Bru Cola 600ml,C03,Bru,600ml,EA,2019-04-01,9999-12-31,True
1960,P106718,Dove Hair Oil 75g,C07,Dove,75g,EA,2019-04-01,9999-12-31,True
1961,P106720,Perfetti Candy Pack 50g,C13,Perfetti,50g,EA,2019-04-01,9999-12-31,True
1962,P106731,Local Mandi Onion 500g,C12,Local Mandi,500g,KG,2019-04-01,9999-12-31,True
1963,P106735,Thums Up Tea Leaf 250g,C03,Thums Up,250g,EA,2019-04-01,9999-12-31,True
1964,P106745,Surf Excel Fabric Conditioner 500ml,C08,Surf Excel,500ml,EA,2019-04-01,9999-12-31,True
1965,P106751,English Oven Muffin Pack of 2,C11,English Oven,Pack of 2,EA,2019-04-01,9999-12-31,True
1966,P106757,Amul Paneer 500g,C02,Amul,500g,EA,2019-04-01,9999-12-31,True
1967,P106765,Nestle Dark Chocolate 50g,C13,Nestle,50g,EA,2019-04-01,9999-12-31,True
1968,P106773,Harpic Fabric Conditioner 200g,C08,Harpic,200g,EA,2019-04-01,9999-12-31,True
1969,P106776,Amul Paneer 200g,C02,Amul,200g,EA,2019-04-01,9999-12-31,True
1970,P106783,Mamaearth Hair Oil 100g,C07,Mamaearth,100g,EA,2019-04-01,9999-12-31,True
1971,P106793,Dhara Groundnut Oil 1L,C05,Dhara,1L,EA,2019-04-01,9999-12-31,True
1972,P106802,Fortune Mustard Oil 2L,C05,Fortune,2L,EA,2019-04-01,9999-12-31,True
1973,P106807,Comfort Fabric Conditioner 200g,C08,Comfort,200g,EA,2019-04-01,9999-12-31,True
1974,P106813,Mamypoko Baby Powder Medium,C09,Mamypoko,Medium,EA,2019-04-01,9999-12-31,True
1975,P106823,ITC Master Chef Ready Paratha 400g,C10,ITC Master Chef,400g,EA,2019-04-01,9999-12-31,True
1976,P106830,Parle Cookies 100g,C01,Parle,100g,EA,2019-04-01,9999-12-31,True
1977,P106833,Colgate Hair Oil 100g,C07,Colgate,100g,EA,2019-04-01,9999-12-31,True
1978,P106844,Unibic Marie Gold 400g,C01,Unibic,400g,EA,2019-04-01,9999-12-31,True
1979,P106848,Local Mandi Potato 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
1980,P106858,Patanjali Body Lotion 100g,C07,Patanjali,100g,EA,2019-04-01,9999-12-31,True
1981,P106865,Paper Boat Mango Juice 250g,C03,Paper Boat,250g,EA,2019-04-01,9999-12-31,True
1982,P106872,Sunfeast Cream Biscuit 150g,C01,Sunfeast,150g,EA,2019-04-01,9999-12-31,True
1983,P106877,Fortune Basmati Rice 1kg,C04,Fortune,1kg,EA,2019-04-01,9999-12-31,True
1984,P106885,Bikano Namkeen Mix 400g,C01,Bikano,400g,EA,2019-04-01,9999-12-31,True
1985,P106891,Nandini Ghee 200ml,C02,Nandini,200ml,EA,2019-04-01,9999-12-31,True
1986,P106900,Nandini Toned Milk 500g,C02,Nandini,500g,EA,2019-04-01,9999-12-31,True
1987,P106907,Aashirvaad Basmati Rice 10kg,C04,Aashirvaad,10kg,EA,2019-04-01,9999-12-31,True
1988,P106911,24 Mantra Chana Dal 1kg,C04,24 Mantra,1kg,EA,2019-04-01,9999-12-31,True
1989,P106920,India Gate Poha 10kg,C04,India Gate,10kg,EA,2019-04-01,9999-12-31,True
1990,P106927,Local Bakery Rusk Pack of 2,C11,Local Bakery,Pack of 2,EA,2019-04-01,9999-12-31,True
1991,P106934,Aashirvaad Whole Wheat Atta 1kg,C04,Aashirvaad,1kg,EA,2019-04-01,9999-12-31,True
1992,P106942,English Oven Rusk 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1993,P106948,MDH Sambar Powder 500g,C06,MDH,500g,EA,2019-04-01,9999-12-31,True
1994,P106955,Amul Curd 1L,C02,Amul,1L,EA,2019-04-01,9999-12-31,True
1995,P106958,Colgate Face Wash 75g,C07,Colgate,75g,EA,2019-04-01,9999-12-31,True
1996,P106965,Modern Sandwich Bread 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
1997,P106975,Nestle Candy Pack 25g,C13,Nestle,25g,EA,2019-04-01,9999-12-31,True
1998,P106984,English Oven Rusk 400g,C11,English Oven,400g,EA,2019-04-01,9999-12-31,True
1999,P106989,Unibic Cookies 60g,C01,Unibic,60g,EA,2019-04-01,9999-12-31,True
2000,P106997,Camlin Notebook 500 sheets,C14,Camlin,500 sheets,EA,2019-04-01,9999-12-31,True
2001,P107003,Daawat Sona Masoori Rice 10kg,C04,Daawat,10kg,EA,2019-04-01,9999-12-31,True
2003,P107018,Everest Turmeric Powder 200g,C06,Everest,200g,EA,2019-04-01,9999-12-31,True
2004,P107026,Surf Excel Floor Cleaner 1kg,C08,Surf Excel,1kg,EA,2019-04-01,9999-12-31,True
2005,P107028,Bikano Khakhra 100g,C01,Bikano,100g,EA,2019-04-01,9999-12-31,True
2006,P107040,Amul Butter 500g,C02,Amul,500g,EA,2019-04-01,9999-12-31,True
2007,P107047,Camlin Pencil Box Pack of 5,C14,Camlin,Pack of 5,EA,2019-04-01,9999-12-31,True
2008,P107053,Milky Mist Toned Milk 200ml,C02,Milky Mist,200ml,EA,2019-04-01,9999-12-31,True
2009,P107056,Bisleri Mineral Water 2L,C03,Bisleri,2L,EA,2019-04-01,9999-12-31,True
2010,P107063,McCain Frozen Peas 1kg,C10,McCain,1kg,EA,2019-04-01,9999-12-31,True
2011,P107072,iD Fresh Idli Batter 1kg,C10,iD Fresh,1kg,EA,2019-04-01,2024-05-31,False
2012,P107078,Local Mandi Tomato 1kg,C12,Local Mandi,1kg,KG,2019-04-01,9999-12-31,True
2013,P107089,Mother Dairy Cheese Slices 200ml,C02,Mother Dairy,200ml,EA,2019-04-01,9999-12-31,True
2014,P107094,Comfort Floor Cleaner 500g,C08,Comfort,500g,EA,2019-04-01,9999-12-31,True
2015,P107100,Cello Ball Pen 1 pc,C14,Cello,1 pc,EA,2019-04-01,9999-12-31,True
2016,P107110,Unibic Marie Gold 250g,C01,Unibic,250g,EA,2019-04-01,9999-12-31,True
2017,P107115,Modern Sandwich Bread 400g,C11,Modern,400g,EA,2019-04-01,9999-12-31,True
2018,P107119,Cadbury Milk Chocolate 50g,C13,Cadbury,50g,EA,2019-04-01,9999-12-31,True
2019,P107126,Cello Pencil Box 500 sheets,C14,Cello,500 sheets,EA,2019-04-01,9999-12-31,True
2020,P107137,Farm Fresh Apple 500g,C12,Farm Fresh,500g,KG,2019-04-01,9999-12-31,True
2021,P107145,iD Fresh French Fries 400g,C10,iD Fresh,400g,EA,2019-04-01,9999-12-31,True
2022,P107149,Bru Soda 600ml,C03,Bru,600ml,EA,2019-04-01,9999-12-31,True
2023,P107158,Nestle Candy Pack 100g,C13,Nestle,100g,EA,2019-04-01,9999-12-31,True
2024,P107163,Everest Sambar Powder 200g,C06,Everest,200g,EA,2019-04-01,9999-12-31,True
2025,P107171,Nataraj Ball Pen 500 sheets,C14,Nataraj,500 sheets,EA,2019-04-01,9999-12-31,True
2026,P107178,Classmate Notebook Pack of 5,C14,Classmate,Pack of 5,EA,2019-04-01,9999-12-31,True
2027,P107182,Amul Choco Chewing Gum Pack of 10,C13,Amul Choco,Pack of 10,EA,2019-04-01,9999-12-31,True
2028,P107190,Nestle Milk Chocolate Pack of 10,C13,Nestle,Pack of 10,EA,2019-04-01,9999-12-31,True
2029,P107197,Nivea Face Wash 340ml,C07,Nivea,340ml,EA,2019-04-01,9999-12-31,True
2030,P107208,Nandini Cheese Slices 200g,C02,Nandini,200g,EA,2019-04-01,9999-12-31,True
2031,P107215,Pampers Baby Powder Medium,C09,Pampers,Medium,EA,2019-04-01,9999-12-31,True
2032,P107217,ITC Master Chef Ready Paratha 1kg,C10,ITC Master Chef,1kg,EA,2019-04-01,9999-12-31,True
2033,P107226,Paper Boat Tea Leaf 500g,C03,Paper Boat,500g,EA,2019-04-01,9999-12-31,True
2034,P107231,Daawat Toor Dal 5kg,C04,Daawat,5kg,EA,2019-04-01,9999-12-31,True
2035,P107242,Amul Curd 500ml,C02,Amul,500ml,EA,2019-04-01,9999-12-31,True
2036,P107246,Tata Tea Soda 500g,C03,Tata Tea,500g,EA,2019-04-01,9999-12-31,True
